,Waveform,m1,m2,Merger Position,spin1z,spin2z,Distance,PSNAR
2897,"[ 1.35348062e-22  2.04013098e-22  6.18135051e-23 ... -1.30613790e-22
  5.30918796e-24  1.12096588e-22]",124.0,7.0,0,0.639,-0.241,810,0.6465095847171425
2898,"[-8.63015854e-23  3.73814293e-23  4.63358948e-23 ...  4.64118808e-23
 -4.21479106e-23 -1.04158358e-22]",27.0,8.0,2,-0.218,-0.111,810,0.5572486748954723
2899,"[-1.72750888e-23  6.13378126e-23  1.43550979e-23 ...  8.33652318e-23
  9.46873203e-25 -2.17900249e-23]",104.0,84.0,2,-0.197,-0.369,810,4.814408750985562
2900,"[ 2.81558887e-23  1.15085813e-22  1.29645257e-22 ...  5.57187569e-23
  4.26599207e-23 -7.00719391e-23]",89.0,55.0,2,-0.09,-0.385,810,3.379107338669562
2901,"[-5.18485262e-23  1.54751270e-22 -1.97880642e-22 ...  5.16044204e-23
  8.08078529e-23 -2.48105456e-22]",83.0,22.0,0,-0.305,0.303,810,1.5598540096761502
2902,"[ 4.20490400e-23  1.20319193e-22 -7.59350138e-23 ...  1.07531801e-22
  9.98912788e-23 -2.66088294e-22]",61.0,20.0,2,-0.67,0.561,810,1.4053996693860784
2903,"[ 9.24697806e-23  6.35014441e-23 -2.31278171e-24 ...  2.51141800e-22
 -3.06478941e-24  4.64357783e-23]",127.0,70.0,1,0.444,0.102,810,5.365977729672027
2904,"[ 1.02437344e-22  4.32954711e-23 -2.40568438e-22 ... -5.28383376e-23
  9.34215112e-23 -2.47240773e-22]",110.0,32.287,1,0.489,-0.312,810,2.1996954726066886
2905,"[ 9.25564325e-23 -2.06585722e-22  9.22765979e-23 ...  1.25765690e-22
  1.73959926e-23 -3.13672356e-23]",118.0,20.0,1,0.782,0.093,810,1.5822484465293016
2906,"[-2.71046791e-23 -1.40334753e-22  5.09428545e-23 ...  1.60489640e-22
 -3.24499253e-22  1.45191325e-22]",39.0,7.0,0,0.658,-0.224,810,0.6193729744249872
2907,"[-3.71216157e-23 -4.33055844e-23  1.25312390e-22 ...  7.12928579e-23
 -1.13620777e-23 -1.61374940e-22]",54.0,10.0,0,0.079,-0.584,810,0.8313080950567867
2908,"[ 4.86709098e-24 -2.96427294e-22 -1.55944423e-23 ...  7.87380717e-23
  2.07505454e-23 -7.78660971e-23]",90.0,85.0,0,-0.176,-0.783,810,4.612093419613004
2909,"[-5.31388381e-23  5.84935169e-23 -7.98686570e-23 ...  1.89521253e-22
  1.72405884e-22  1.12876489e-22]",87.0,59.0,1,-0.373,0.155,810,3.6993894690041578
2910,"[ 2.80512234e-24 -2.18569763e-23  1.50795124e-22 ...  2.85673747e-23
 -1.51056850e-22  5.27983454e-23]",98.0,11.0,1,-0.257,-0.634,810,0.8559755225296997
2911,"[ 5.16381254e-23  3.10001756e-22  1.75620699e-22 ... -1.51281111e-22
  3.24363731e-23 -2.38425101e-22]",88.0,84.0,1,0.213,0.714,810,4.465103494542753
2912,"[-2.41870673e-25  1.03939856e-22 -6.10514979e-23 ...  7.94071373e-23
  5.02492586e-23 -1.53518761e-22]",101.0,91.0,0,-0.435,-0.475,810,5.066109528433899
2913,"[ 1.96735358e-22  7.22600105e-23  1.39178008e-23 ...  5.63974365e-24
 -1.67803777e-23 -1.63798609e-23]",146.0,39.0,0,0.614,-0.675,810,3.150127459382902
2914,"[ 6.42061226e-23 -1.19102517e-22  2.02545124e-22 ... -2.62059350e-24
 -1.51727188e-22  2.80765654e-22]",69.0,19.0,2,0.365,-0.643,810,1.4649412106757713
2915,"[-2.96458092e-23  1.13863493e-22 -1.22334738e-22 ...  1.13461835e-22
 -7.33066281e-23  4.38703914e-23]",76.0,27.0,2,-0.446,-0.192,810,1.9853474954632868
2916,"[-3.34623403e-24 -1.21354222e-22 -3.68633577e-23 ...  4.17746360e-23
 -3.92898401e-23 -1.09420374e-22]",128.0,38.0,0,-0.006,-0.73,810,3.159213499620165
2917,"[ 1.60940394e-22  6.51076628e-23 -4.67856247e-24 ... -1.30124472e-22
  8.11562404e-24 -1.51642108e-22]",149.0,98.0,1,-0.474,-0.655,810,5.282914722683129
2918,"[ 2.78109984e-23  2.83311325e-23 -1.52320799e-22 ... -9.41251918e-23
  2.02649101e-22 -1.31067062e-22]",133.0,126.0,2,-0.032,0.533,810,6.724023733594488
2919,"[-1.17364208e-22 -4.64871128e-23  4.18862404e-23 ... -1.56564254e-23
  1.15098188e-22 -1.26207039e-22]",42.0,4.0,1,-0.649,0.422,810,0.31216374878192304
2920,"[ 9.62093949e-23 -2.21857422e-22 -5.64413678e-23 ... -7.26252486e-24
  2.92447289e-22 -7.60597107e-23]",64.0,53.0,1,-0.525,0.344,810,3.182322608343357
2921,"[-6.82647808e-24  1.07761949e-22  7.89680582e-23 ... -1.62245739e-22
  4.25705227e-23 -1.96320925e-23]",38.0,31.0,2,0.194,-0.426,810,1.7984506802196083
2922,"[-6.40817141e-23 -5.32383132e-23  1.06700111e-22 ... -6.09526187e-23
  1.58604949e-22  5.29684509e-24]",148.0,137.0,2,0.311,0.028,810,7.893651981635721
2923,"[ 6.27897741e-23 -1.14939159e-22  1.63259359e-22 ... -1.56821554e-22
  3.99872589e-23 -4.61716398e-23]",129.0,98.0,1,0.205,0.227,810,6.460940690051766
2924,"[ 6.89326985e-23  1.03422304e-23 -2.15163692e-22 ... -1.17789769e-22
  4.95689043e-23 -4.40062323e-23]",140.0,27.0,1,-0.166,0.462,810,2.2024640403795184
2925,"[ 4.36196306e-23 -3.96357745e-23 -9.25044344e-23 ...  2.22803052e-24
 -7.33845953e-23  3.96281285e-23]",143.0,38.0,2,-0.053,0.512,810,3.0290269335235327
2926,"[ 8.86201575e-23 -3.41032901e-23 -6.20469903e-23 ...  1.79377082e-22
  1.81833212e-23 -1.73299866e-22]",47.0,4.0,0,0.539,-0.135,810,0.37593655278656635
2927,"[ 6.03886064e-23  5.86479894e-23 -2.08862708e-23 ...  2.26024586e-23
  4.28416171e-23 -1.49376115e-22]",123.0,56.455,0,-0.209,0.347,810,4.113892361501158
2928,"[-8.56985434e-23  6.72848726e-23 -1.05055083e-22 ... -3.16259485e-23
  1.08434521e-22 -7.97010006e-23]",107.0,42.0,1,0.413,-0.565,810,3.1354825867392266
2929,"[-8.51655807e-23  1.33418479e-22 -1.75511256e-22 ...  1.80275865e-22
 -1.28181899e-22 -4.68353708e-23]",143.0,13.0,2,-0.408,-0.471,810,1.1495438610683544
2930,"[-1.08397904e-23  7.73830627e-24 -4.39945659e-23 ... -9.01837404e-23
 -1.84071103e-22 -8.20345673e-24]",76.0,33.0,1,-0.153,-0.227,810,2.333243875820259
2931,"[-6.42815771e-23  2.11212417e-22  3.95301370e-23 ... -1.48733958e-22
  6.57481641e-23  1.77201736e-23]",130.0,30.0,0,0.393,0.726,810,2.6354416774816367
2932,"[ 1.96142260e-22  8.60931451e-23 -6.35200236e-23 ...  1.03203009e-22
 -1.69541510e-22  1.27964531e-22]",127.0,31.0,2,0.264,-0.498,810,2.3205142581391174
2933,"[-6.45472950e-23  1.12325701e-22  4.84594993e-23 ... -7.54546126e-24
  2.94598449e-23 -8.56968179e-23]",83.0,35.0,0,0.638,0.482,810,2.4660250241675086
2934,"[ 3.47620667e-23 -1.44853603e-22 -2.36900726e-23 ... -1.71353259e-23
 -1.56479321e-23  1.63144431e-22]",118.0,46.0,2,-0.425,0.579,810,3.114003655183376
2935,"[ 1.49468559e-22  1.65646624e-22 -1.40624098e-22 ...  6.29344616e-23
  1.95382410e-23  5.83763987e-23]",125.0,103.0,0,0.266,-0.219,810,5.831896610880172
2936,"[ 1.88966985e-22  1.77437667e-22  2.19795501e-22 ... -1.01887105e-22
 -9.27479318e-23  3.51413890e-23]",122.0,89.0,2,0.427,-0.562,810,5.476419603010126
2937,"[ 1.32333906e-22 -2.92697600e-23  5.48470306e-23 ...  4.12411994e-22
 -7.45402743e-23  8.20937648e-23]",138.0,117.0,2,0.682,0.654,810,5.699419150438071
2938,"[ 9.36108095e-23  2.91789233e-23 -3.55963424e-22 ...  1.98765224e-22
  7.63191998e-23  1.11271446e-22]",101.0,7.0,1,0.74,-0.214,810,0.6779269330507683
2939,"[ 5.74221496e-23 -2.48751224e-23  1.95662496e-22 ... -1.24976172e-22
  1.93211525e-22 -2.66106827e-22]",39.0,9.0,2,0.325,-0.598,810,0.6607044424596172
2940,"[ 1.53163625e-22 -7.69737263e-23 -8.34242636e-23 ... -1.68544596e-22
  1.51713744e-22 -1.47101526e-22]",139.0,28.0,1,-0.268,0.068,810,2.2736983174685985
2941,"[ 2.08682184e-22  3.64042688e-23 -1.23187439e-22 ... -1.09743645e-23
 -2.17574685e-22 -1.67636776e-23]",126.0,94.0,2,-0.478,-0.725,810,5.41496509993293
2942,"[-1.22729313e-22 -1.84254559e-23 -2.96689154e-23 ... -1.22413896e-22
  1.88250863e-22  2.09734004e-22]",78.0,26.0,2,-0.265,-0.304,810,2.0191683594593486
2943,"[ 7.96757292e-23 -1.01109435e-22 -1.43003310e-22 ...  5.50558570e-23
 -4.21632423e-22  8.34495452e-23]",26.0,16.0,2,0.588,0.636,810,1.0428733279057867
2944,"[ 1.79545849e-22 -9.10525964e-24  1.12718016e-23 ... -1.39625733e-22
  1.13925495e-23  4.12988186e-23]",64.0,10.0,1,-0.455,-0.788,810,0.8119680025257393
2945,"[-1.67911322e-22  1.12371454e-22  7.37188652e-23 ...  1.52170906e-22
  1.36886582e-22 -2.05697713e-22]",95.0,23.0,0,0.299,0.386,810,1.6917364836749293
2946,"[-2.24092203e-22  1.36187750e-22 -1.78587075e-22 ...  7.94855595e-23
 -1.26295201e-22  1.03490209e-22]",136.0,29.0,2,-0.135,-0.256,810,2.246403265518846
2947,"[ 1.70402028e-22  3.44146706e-23  1.34127482e-22 ... -3.77442447e-23
 -1.33107678e-22  8.26768525e-23]",78.0,46.0,1,-0.168,-0.766,810,2.6541585574215225
2948,"[ 1.24412848e-22  9.62620142e-23 -2.38352592e-22 ...  4.26141673e-23
 -6.33032298e-23 -2.25016413e-22]",133.0,115.0,1,0.46,-0.554,810,6.607408159461701
2949,"[-5.84506075e-23  2.68689514e-23  1.24175251e-22 ... -1.23953335e-22
  4.36979611e-23  1.68407526e-22]",87.0,56.0,2,0.56,-0.621,810,3.694001020011873
2950,"[ 5.40604092e-23  1.38883783e-22 -4.82975128e-23 ... -1.43635425e-22
  1.08217147e-22  6.04502983e-23]",103.0,41.0,2,-0.085,0.719,810,3.2995693118521485
2951,"[-9.52197023e-23  1.42421269e-22  1.69722490e-22 ... -2.03166216e-22
 -5.31535563e-23  7.48220466e-23]",101.0,51.0,0,-0.625,0.538,810,3.2590961938297855
2952,"[ 1.46339857e-22 -8.47611175e-23 -3.84642580e-23 ... -4.62872064e-23
  5.85313627e-23 -9.65200310e-25]",75.0,24.0,1,-0.226,-0.682,810,1.8166790765784422
2953,"[-2.44136829e-23  1.16487721e-24  4.34686163e-23 ... -2.20925193e-22
 -3.46420773e-23 -2.75365884e-23]",125.0,62.0,0,-0.472,0.222,810,4.430071049637775
2954,"[-1.34849549e-22  5.10754467e-24  2.96657468e-23 ... -1.52612682e-22
 -6.50793748e-23  2.83369958e-22]",21.0,14.0,1,-0.68,0.721,810,0.7989816805772856
2955,"[ 2.13641610e-22 -1.45646936e-22 -1.55964344e-23 ... -5.02609897e-24
  4.89884054e-23 -8.46226281e-23]",56.0,34.0,0,0.237,0.37,810,2.157149931366078
2956,"[ 1.00193908e-22 -2.08204758e-22  5.69684639e-23 ... -5.10363278e-23
 -6.99051808e-23  1.20172305e-22]",90.0,29.0,2,0.275,-0.656,810,2.26096258027211
2957,"[ 9.72171038e-23  3.97275551e-23  8.18541300e-23 ...  1.71818681e-23
 -5.89744174e-23  7.40484939e-23]",103.0,50.0,0,0.553,-0.39,810,3.334234181491964
2958,"[-1.69550160e-22 -1.06377864e-22 -5.84904911e-24 ... -1.95781816e-22
  3.29292792e-22  5.61355407e-23]",141.0,6.0,2,0.083,0.579,810,0.5489016424790769
2959,"[-1.77816245e-22 -2.54813420e-22  5.63410292e-23 ... -2.74829986e-23
  2.37251783e-24  1.12740599e-22]",84.0,68.0,1,0.048,0.631,810,4.0432041962760765
2960,"[-6.87631027e-23  2.78640458e-22  1.13842164e-23 ...  9.30203813e-23
  1.32382001e-22 -1.22057840e-22]",81.0,14.0,0,0.737,-0.694,810,1.0774397073557824
2961,"[8.13754667e-23 2.99025129e-23 1.54762180e-23 ... 4.13286935e-23
 6.75027377e-23 4.39987319e-23]",119.0,58.0,0,0.431,-0.579,810,3.668718452669116
2962,"[-3.01071470e-24  1.80727282e-22 -2.20095704e-22 ... -1.26112540e-22
 -8.28950964e-23 -9.12296797e-23]",148.0,37.0,0,0.07,0.411,810,2.515528311018031
2963,"[ 9.71005889e-24 -1.27575135e-22  1.34603090e-22 ... -2.81746483e-22
 -1.11463962e-22  1.13602992e-22]",125.0,28.0,0,-0.078,-0.18,810,2.207698256632394
2964,"[ 4.08199555e-23  3.11549481e-23 -1.45043581e-22 ...  3.15885105e-22
  8.68343553e-23 -2.29438879e-23]",85.0,58.0,1,0.576,-0.158,810,3.6224334788006267
2965,"[-1.99294926e-22  2.49936940e-22 -3.35213969e-23 ... -2.20458541e-22
 -2.07351240e-22  3.86450798e-23]",101.0,37.0,2,-0.192,-0.627,810,2.7761934254381333
2966,"[-9.15929128e-23 -7.53296086e-24 -1.10274011e-22 ...  2.87777235e-23
  4.47370575e-24  2.95305826e-22]",125.0,125.0,0,0.478,-0.503,810,6.85805899386831
2967,"[ 8.51524063e-23 -5.47824697e-24  7.45011682e-23 ...  2.32371175e-22
 -7.48966922e-23  7.47956639e-23]",111.0,24.0,2,-0.649,-0.0,810,1.9945275449062365
2968,"[ 1.35556086e-22 -7.33460900e-23  6.07409630e-23 ... -3.35078943e-23
 -2.20594813e-23 -9.62646996e-23]",56.0,49.0,0,0.206,0.239,810,2.21478040435521
2969,"[ 4.10332612e-24 -2.94794115e-25  5.18701047e-23 ...  2.42183707e-22
 -7.93635363e-23  1.84090836e-23]",31.0,4.0,1,0.321,0.286,810,0.3229197010919131
2970,"[ 4.82317565e-23 -2.29556054e-23 -1.02483756e-22 ...  8.77673909e-23
 -1.25717085e-22  9.04466852e-23]",115.0,1.0,0,-0.219,0.211,810,0.13102660972845584
2971,"[-1.92891031e-22  1.05423888e-22  1.78773296e-23 ...  8.50877804e-23
 -4.38454639e-23  8.02141077e-23]",96.0,10.0,0,-0.287,0.565,810,0.8000293439846968
2972,"[ 3.66669252e-23 -1.70354870e-22  1.02544253e-22 ... -3.79469568e-23
  3.20868121e-24 -4.33593186e-23]",148.0,44.0,2,0.522,0.738,810,3.35766823935471
2973,"[-1.71783853e-23 -1.83193782e-22 -4.88713258e-23 ...  1.25391830e-22
 -6.67090812e-23  1.66314721e-22]",134.0,88.0,0,-0.346,0.611,810,5.2354546123000825
2974,"[ 9.84310181e-23  1.84588621e-22 -9.15873972e-23 ...  1.96088032e-23
 -1.54256650e-22 -2.79475390e-22]",69.0,59.0,2,-0.742,0.561,810,3.5629011671049478
2975,"[-6.59137162e-23  6.63774571e-23  1.37168865e-22 ... -5.49671643e-23
  1.82272343e-22 -6.95508402e-23]",130.0,119.0,2,0.13,0.715,810,6.038518347660042
2976,"[-1.18385376e-22  1.29084116e-22  8.87736797e-23 ... -7.93336613e-23
  1.70231588e-22 -1.38632113e-24]",107.0,86.0,2,-0.139,-0.062,810,4.7228283463495755
2977,"[-4.54276679e-23  3.41214498e-22  1.21949965e-22 ... -2.13917800e-22
  1.41606044e-22 -4.84750563e-23]",105.0,7.0,1,-0.119,-0.595,810,0.6461472836618586
2978,"[-1.29089915e-23 -7.96228419e-23 -4.56649321e-23 ... -3.52149026e-23
 -2.22831903e-23  5.92937366e-23]",85.0,26.0,0,-0.739,0.295,810,1.8482648025535098
2979,"[-1.75775590e-22  7.55518334e-23  9.98838221e-23 ...  1.32826258e-22
 -2.78833524e-22  2.09398468e-23]",85.0,12.0,2,-0.791,-0.332,810,1.039463881000567
2980,"[ 1.07853052e-22 -2.70360108e-22  1.39481311e-22 ...  1.16305737e-22
 -8.71728753e-23  2.48227615e-23]",139.0,66.0,0,-0.434,-0.562,810,3.9372153681964654
2981,"[ 1.37646269e-22 -3.27431366e-23 -3.66597669e-23 ... -4.92144289e-23
 -1.15183716e-22  5.20141028e-23]",100.0,72.0,0,-0.667,0.559,810,4.472411068029065
2982,"[-7.53381132e-23 -1.44234161e-22  5.65860732e-25 ...  1.11562009e-22
 -2.38649159e-22 -4.60244539e-23]",66.0,1.0,1,0.286,-0.568,810,0.12392726928722986
2983,"[ 7.85052593e-23 -2.04011340e-22  2.12447181e-22 ...  3.28982852e-23
 -7.63750874e-23  1.29349821e-22]",79.0,71.909,0,0.441,0.412,810,3.724860510855874
2984,"[ 2.52654926e-23 -1.63081748e-23  9.28265551e-23 ... -2.26415261e-23
 -4.98556038e-23 -5.79094798e-23]",95.0,72.0,1,0.109,0.355,810,4.1674716472700375
2985,"[ 9.86492095e-23 -6.26052175e-23 -1.67722833e-22 ... -1.76134537e-22
 -4.35886830e-22  4.75343749e-23]",34.0,14.0,0,-0.225,-0.705,810,0.914068978100488
2986,"[ 5.15977001e-23 -1.49778532e-22  1.68365325e-22 ...  3.06940687e-22
 -6.48226403e-23  4.91694880e-23]",67.0,39.0,2,-0.348,-0.063,810,2.4912535081241307
2987,"[ 1.03422984e-22  8.04023892e-23  9.72934103e-24 ...  9.85938327e-23
 -4.81304587e-23  2.72274055e-23]",111.0,14.0,1,-0.66,0.292,810,1.1684238351331584
2988,"[-1.00697884e-22  2.43037732e-22 -5.27271101e-23 ... -1.63832622e-24
  9.89261121e-23 -8.00538771e-23]",149.0,35.0,1,-0.328,-0.75,810,3.0571215795059046
2989,"[-3.46194888e-24  4.23133320e-23  4.94744711e-23 ...  8.98009747e-23
 -2.10216281e-22 -6.33352313e-23]",138.0,75.0,0,-0.687,0.428,810,4.6591007540267615
2990,"[ 9.36391320e-23 -2.36058466e-22 -6.41826417e-23 ...  6.55611212e-23
  1.03609809e-22 -2.28887952e-23]",139.0,67.0,1,0.569,-0.254,810,4.8768611931407975
2991,"[ 1.27846760e-22  1.16367621e-22  1.56775044e-22 ... -1.67333645e-22
  1.97424556e-22  1.30221412e-23]",90.0,40.0,2,-0.228,0.616,810,2.6539059638761455
2992,"[ 9.12487856e-23 -1.35500070e-22  1.11015774e-22 ...  7.21618489e-23
  1.18622839e-22  2.24013806e-22]",119.0,32.0,2,0.175,0.077,810,2.7693371305105874
2993,"[-3.98082052e-23  1.37593463e-22 -1.40212921e-22 ...  1.08893148e-22
  8.97720990e-23  1.04730321e-22]",53.0,39.0,1,-0.474,-0.284,810,2.163646606325303
2994,"[-3.25853775e-23 -3.80603089e-23 -1.26824272e-23 ... -1.40660098e-22
 -2.01698843e-22  5.18582851e-23]",68.0,68.0,1,0.694,0.202,810,3.68092176331808
2995,"[-9.38643084e-23 -5.80588394e-23  2.97880763e-23 ... -7.13019705e-23
  1.60742658e-22 -3.82638823e-23]",38.0,11.0,0,0.545,0.494,810,0.8200612248578613
2996,"[ 7.86826848e-23  3.47289529e-23  1.03262043e-22 ... -6.52437489e-23
  3.12213705e-23  1.37321840e-23]",125.0,69.0,2,-0.066,-0.72,810,4.318361100925334
2997,"[-1.55733747e-22  1.48099246e-22 -1.05579534e-22 ...  4.10922233e-23
  6.63582367e-23 -6.06951264e-23]",123.0,6.041,0,0.25,0.378,810,0.5588117524942843
2998,"[-1.40937432e-22 -7.32771748e-23  3.80871841e-23 ...  3.16961228e-23
  7.88755838e-23 -2.25134986e-23]",92.0,63.0,0,-0.503,0.043,810,3.922008402804497
2999,"[ 1.75406925e-22 -1.38215433e-22  2.36108076e-22 ...  1.35455614e-22
 -6.72820972e-23  7.66696515e-23]",121.0,40.0,1,-0.392,-0.374,810,3.1539741227826465
3000,"[ 1.25082489e-23  6.77139617e-23 -1.71920527e-23 ... -7.44370837e-23
  2.24633228e-22  8.66507552e-23]",66.0,31.0,1,0.745,-0.0,810,2.0777137835365416
3001,"[ 3.07064900e-23 -2.81384987e-22  4.10745545e-22 ...  8.66636512e-23
 -8.94243512e-23  1.13326874e-22]",89.0,75.0,2,0.328,0.693,810,4.082864681967188
3002,"[-1.14770930e-22  1.08832077e-22 -1.18862407e-22 ...  5.05058611e-23
 -6.39973120e-23  1.89937045e-22]",129.0,81.0,1,-0.485,0.521,810,5.302258923128973
3003,"[-2.35467510e-22  1.97284415e-22 -2.70719375e-22 ...  6.54416206e-23
  7.64410123e-23 -4.43771138e-23]",130.0,49.0,0,0.638,0.713,810,3.362180581230101
3004,"[-1.89270159e-22  1.21269070e-22 -1.90888333e-22 ... -1.51688075e-22
 -8.87291155e-24  3.31692658e-23]",81.0,35.0,1,0.088,-0.157,810,2.4001685551149676
3005,"[ 7.18547562e-23  2.78150662e-22 -3.08714746e-23 ... -6.41584536e-23
  8.19301614e-23 -1.21978269e-22]",30.0,29.0,2,-0.071,0.684,810,1.6379493809350183
3006,"[ 1.89348985e-22 -4.90185279e-23 -8.77539202e-23 ... -1.35598414e-22
 -2.09441706e-23  2.53266874e-23]",128.0,72.0,1,-0.191,-0.36,810,4.56096554918592
3007,"[-2.18198809e-23  4.02892625e-24  1.15768446e-22 ... -7.05037015e-23
 -6.95001503e-23 -3.13950761e-23]",96.0,59.0,0,0.77,-0.516,810,3.692461743549877
3008,"[ 2.94989367e-23 -1.97890155e-22  3.70769838e-23 ...  2.02099789e-22
 -2.50494839e-22  2.25739467e-22]",129.0,29.0,0,-0.348,-0.323,810,1.8671401568210093
3009,"[ 1.61522488e-22  8.93107475e-23  4.67806093e-23 ... -5.51039454e-23
 -1.64452665e-22  2.55732670e-22]",114.0,11.0,1,-0.383,0.496,810,0.9684607515001761
3010,"[-8.95367041e-23  2.01136263e-24 -1.98794501e-23 ...  1.07584142e-22
 -2.02593796e-22 -6.98767949e-23]",118.0,59.0,0,0.192,-0.585,810,4.180330685598284
3011,"[ 1.55519182e-22  2.28881125e-22 -3.99896307e-23 ...  9.48070142e-23
  2.24530340e-22 -8.39304092e-23]",54.0,36.0,2,-0.561,0.079,810,1.9789483417116207
3012,"[-9.11802135e-23 -1.34211149e-22  7.75216226e-23 ...  1.21041037e-23
  3.73464341e-23  1.70520223e-22]",142.0,101.0,0,0.353,-0.002,810,6.11185766763786
3013,"[-1.00572140e-22 -1.50615773e-23  1.67379634e-22 ... -8.38640115e-24
 -4.10542063e-24 -6.43839296e-23]",132.0,86.0,0,0.709,-0.418,810,5.391366778267007
3014,"[ 2.27145961e-22  1.57442753e-22 -9.76703523e-23 ...  3.07900750e-22
  3.83688553e-23 -3.39552339e-22]",92.0,35.0,1,-0.656,-0.421,810,2.4243737189927876
3015,"[ 3.47067128e-23 -1.13098256e-23  1.11898002e-23 ...  2.01344811e-22
  2.30409391e-23  5.99854314e-23]",108.0,12.0,0,-0.438,-0.397,810,0.9650602079616997
3016,"[-4.78854512e-23 -2.90493973e-22  8.34747801e-23 ...  2.81500485e-22
  6.91642716e-23 -2.62712213e-22]",117.0,25.0,0,-0.021,0.732,810,2.160751162531361
3017,"[-3.99053964e-23 -1.05134556e-22 -4.40830137e-23 ... -6.70673287e-23
 -1.54643104e-22  1.83691937e-23]",52.0,26.0,1,0.142,-0.125,810,1.848860247778986
3018,"[ 6.93429812e-23  1.56500161e-22  1.69350915e-22 ... -7.42275293e-23
 -1.25582025e-22  2.33165646e-23]",103.0,77.0,2,0.108,-0.22,810,4.902307144113817
3019,"[ 1.06729141e-23  7.98100114e-23  5.64120495e-23 ...  3.26742107e-23
 -1.88815744e-22 -9.11805521e-24]",141.0,90.0,2,0.39,0.099,810,5.659342566831299
3020,"[-3.77452007e-22 -3.71857211e-22 -2.54524427e-22 ... -1.98082720e-22
  2.22978593e-22 -9.32065806e-23]",83.0,52.0,0,0.248,0.22,810,3.3361474655240246
3021,"[ 2.23024047e-22  7.55678977e-23 -2.12505561e-22 ... -5.82378221e-23
  3.62767068e-23  2.20325245e-22]",108.0,93.0,1,-0.453,-0.518,810,5.580819159160969
3022,"[-1.10496544e-23  1.14073645e-22  1.69873143e-23 ...  2.38046608e-22
 -1.33070575e-22  1.02388926e-22]",150.0,69.0,1,-0.518,-0.074,810,4.8635234740361115
3023,"[-1.10757471e-23  2.05734552e-22 -2.39198406e-23 ... -1.15494514e-22
 -1.05923800e-22 -2.48101112e-22]",146.0,108.0,1,-0.511,-0.76,810,6.917316690648647
3024,"[-5.33359713e-23 -1.82311281e-22  6.73293779e-23 ...  1.77551443e-22
  2.94857339e-24 -2.00939352e-23]",88.0,14.0,1,-0.122,-0.272,810,1.0931196646623094
3025,"[-5.68114667e-23 -1.22620936e-22  1.85827877e-23 ...  9.27587193e-23
 -4.51293167e-23  2.20057272e-23]",145.0,94.0,0,0.096,0.777,810,5.315375289525597
3026,"[-1.74909917e-22  1.32961014e-22  1.46535871e-22 ... -2.32321115e-22
  2.00932334e-22  6.67471974e-23]",128.0,94.0,0,0.21,-0.137,810,6.010691856194248
3027,"[-1.79426272e-23  4.92348939e-23  1.96225386e-22 ...  3.30623835e-23
 -1.53841151e-23 -3.47367622e-23]",55.0,29.528,0,-0.01,0.365,810,1.8233239906226957
3028,"[ 8.30912289e-24  9.52668643e-23 -7.49899745e-23 ...  7.12882703e-23
 -6.73025683e-23  1.87663415e-22]",74.0,33.0,2,-0.499,0.235,810,2.1699048682457707
3029,"[-8.27377462e-23  5.53812169e-23 -3.07984599e-22 ...  6.13886351e-23
 -5.60923757e-23 -2.39061427e-22]",141.0,16.0,0,-0.456,-0.11,810,1.3455287488299454
3030,"[-1.15107335e-22 -3.75803513e-23 -1.90685625e-22 ... -5.66258847e-23
 -2.68256252e-23  2.19245054e-23]",94.0,67.0,0,0.488,0.409,810,3.5672491960566455
3031,"[-1.92657695e-22  5.81887681e-23  4.49678896e-23 ...  6.60057834e-23
  2.91377891e-22 -1.58887569e-22]",101.0,35.0,2,0.588,-0.649,810,2.9065259738023177
3032,"[ 2.64628912e-23  3.84572762e-22 -1.39932529e-23 ...  5.61181754e-23
 -2.62820935e-23 -9.17550570e-23]",79.0,67.857,1,-0.293,0.131,810,3.7073477649061544
3033,"[ 7.95197441e-23 -2.17065959e-22  6.20576638e-23 ...  2.21734762e-24
  4.09290818e-23  2.45720757e-22]",143.0,9.0,0,-0.282,0.335,810,0.7133508059492785
3034,"[-2.45699997e-23  1.24259013e-22 -6.15722317e-23 ... -3.12055095e-23
 -7.38684517e-23 -1.82541539e-22]",30.0,4.0,2,-0.38,-0.355,810,0.3154313008470268
3035,"[-3.26045024e-22 -1.41615270e-22  8.55690101e-23 ... -5.77539261e-23
 -1.10909739e-22 -2.12713838e-22]",70.0,33.0,1,-0.485,-0.785,810,2.3577923500012417
3036,"[-2.11778502e-22 -2.72351238e-22  1.42197797e-22 ...  4.67807604e-23
 -2.06938202e-22  8.25937887e-23]",129.0,58.0,2,-0.578,0.191,810,3.9879265223202562
3037,"[ 2.50128122e-23  5.82398615e-23 -4.70262269e-23 ...  1.19134125e-22
 -1.38130551e-22 -3.81063560e-23]",122.0,22.0,1,0.447,-0.56,810,1.7681144821719477
3038,"[ 2.50174970e-22 -5.12281072e-23 -1.55037492e-23 ... -1.01523205e-23
  5.65642645e-23 -9.07877634e-23]",90.0,66.0,2,-0.614,0.276,810,3.987900663744355
3039,"[ 2.90875584e-22 -1.41747675e-22  9.29580194e-23 ... -8.34954695e-23
  1.90693616e-22  1.56566540e-22]",77.0,50.0,0,-0.761,0.335,810,2.7342880916251797
