,Waveform,m1,m2,Merger Position,spin1z,spin2z,Distance,PSNAR
3274,"[-3.10507726e-22  7.70555803e-23  1.17864473e-22 ...  7.58530094e-24
  1.13074888e-22  1.26748578e-22]",135.0,17.0,2,-0.245,0.197,610,1.6499145150295098
3275,"[-2.09612798e-23  2.27955951e-23 -9.96886903e-23 ...  3.27294522e-23
  2.52764116e-22  7.01586283e-23]",128.0,67.0,0,0.065,-0.569,610,6.165549494759739
3276,"[-5.29424657e-23 -7.44362188e-23  2.27334901e-22 ...  1.04213284e-23
 -1.16232797e-22 -1.61712612e-22]",110.0,70.639,2,0.763,-0.177,610,5.83140659372445
3277,"[ 6.98710912e-23  2.02620663e-23 -7.33339187e-23 ...  8.46539433e-23
  1.24466974e-22  1.57019331e-22]",57.0,36.0,2,0.342,0.573,610,3.09225761354582
3278,"[-2.35614864e-22  1.82722805e-22 -1.04770513e-22 ... -1.97533882e-23
  5.82250937e-23 -2.95646292e-22]",148.0,33.0,0,-0.271,0.55,610,3.428871884505354
3279,"[-1.48125342e-22 -1.60000814e-22  4.64418803e-23 ... -1.76095999e-22
  6.02313770e-23 -1.31573701e-22]",120.0,115.0,1,0.251,-0.574,610,7.858640299798508
3280,"[-1.33673294e-22 -5.89571216e-23  2.12641432e-22 ...  2.52708130e-22
  2.85430812e-23 -2.00010332e-22]",143.0,130.0,2,0.681,-0.721,610,9.175847742794266
3281,"[ 1.15950115e-22  6.14226827e-23  1.79100407e-22 ... -3.93707377e-23
  5.09693876e-23  2.15576984e-23]",123.0,78.636,0,0.022,-0.519,610,6.305537118839653
3282,"[ 1.84993506e-22  2.59281342e-23 -6.47265855e-24 ...  2.32324007e-22
  4.66819119e-23 -1.32985498e-22]",139.0,86.0,0,0.545,0.735,610,6.741385407916735
3283,"[-6.08939284e-23 -2.19625176e-23  1.97382119e-22 ... -8.63706472e-23
  1.30065037e-22  1.17553683e-22]",101.0,51.0,0,-0.793,-0.635,610,4.033537447668954
3284,"[-9.90909293e-24 -2.43413186e-22  1.97894330e-23 ...  2.94689739e-24
  1.78105570e-22 -2.86886309e-22]",41.0,17.0,1,-0.229,0.769,610,1.6857349795767138
3285,"[-1.29095213e-22 -1.19492601e-22 -8.40095107e-24 ... -2.31966800e-22
  3.30510643e-22 -1.58624308e-22]",147.0,34.0,1,0.088,-0.163,610,3.3695978228426866
3286,"[ 1.63540943e-22 -9.86766870e-23  2.19045346e-22 ...  9.50124312e-24
 -8.91185275e-23 -3.17000381e-24]",122.0,114.0,2,0.149,0.294,610,8.103958107224255
3287,"[-2.34788530e-23 -8.04075482e-23  1.23849681e-23 ... -1.44457172e-22
 -1.74754281e-23  1.02695908e-22]",135.0,13.0,0,0.376,0.709,610,1.54233614800201
3288,"[2.12382654e-22 9.42540437e-23 6.70954899e-23 ... 1.07018502e-22
 7.34626603e-23 1.39258378e-22]",76.0,22.0,2,-0.013,0.161,610,2.1929747392155527
3289,"[ 5.53796835e-23  9.14026506e-23 -1.28451096e-22 ... -1.81483866e-23
  9.00410357e-23  1.49580066e-22]",89.0,10.0,2,0.309,0.054,610,1.2078267286896172
3290,"[ 2.70941804e-22  3.96887605e-23 -1.02918354e-22 ... -7.62153566e-23
  9.21961269e-23 -2.53462823e-22]",94.0,88.0,2,0.329,-0.119,610,5.925898916346902
3291,"[ 1.71391480e-23  1.86118376e-22 -1.38296973e-22 ...  1.36447304e-22
 -2.29982368e-22  2.28315700e-22]",98.0,16.0,0,0.778,0.678,610,1.798885481519206
3292,"[-2.99283939e-22  1.31644625e-22 -1.30013511e-22 ... -1.14643149e-22
 -1.86324037e-22  2.41507802e-22]",114.0,96.0,1,-0.13,0.193,610,7.592359576534155
3293,"[ 1.00385734e-22  1.83896440e-22 -3.10319937e-23 ... -3.48598665e-22
  5.46466745e-23  8.14045410e-23]",139.0,51.0,0,0.461,0.283,610,5.150685180529727
3294,"[-2.36516928e-22  2.88477370e-22 -2.15490782e-22 ... -5.35719938e-23
  1.47531682e-23 -9.25681840e-23]",47.0,1.0,2,-0.569,0.779,610,0.13138164675952654
3295,"[-3.72941811e-23  6.27185844e-23  2.38482777e-22 ... -1.33632727e-22
  2.37415909e-22 -5.25746200e-23]",112.0,59.0,1,-0.026,-0.309,610,6.006787050575979
3296,"[-1.11781203e-22  8.57558830e-23  1.59653815e-22 ... -6.96995243e-23
  9.41921715e-23 -2.69955897e-22]",121.0,9.0,0,0.634,-0.557,610,1.0575790026588017
3297,"[ 5.43844113e-24  1.50371651e-22  2.89746466e-25 ... -1.46909361e-22
  6.26043923e-23  1.80302774e-22]",113.0,69.0,2,0.144,0.193,610,4.966145067620758
3298,"[ 1.98026184e-22  1.53453605e-22  2.24639494e-22 ...  5.10438085e-23
 -3.35710771e-23  9.71849011e-23]",76.0,30.0,0,-0.209,-0.223,610,2.870499183377172
3299,"[ 7.83658895e-23  7.37289350e-23 -7.49103986e-23 ...  7.17534191e-23
 -2.53374499e-22  3.08845632e-22]",24.0,8.0,1,0.363,0.014,610,0.820857679428523
3300,"[-1.62115610e-22  6.41941365e-23  1.81377260e-23 ...  1.05938491e-22
  1.87026803e-23  2.30288685e-23]",70.0,36.0,0,0.186,0.42,610,3.2310314583612456
3301,"[ 8.59050006e-23 -1.14375383e-22  5.98189257e-23 ... -7.52222724e-23
 -5.15988502e-23 -2.16637664e-22]",37.0,35.0,2,-0.533,-0.279,610,2.582449423290105
3302,"[ 1.50313492e-22  7.80537050e-23 -6.83394902e-23 ...  1.04314921e-22
 -8.44673380e-23 -8.24342814e-23]",117.0,3.0,1,-0.136,-0.76,610,0.42866139642610096
3303,"[ 2.36250663e-22  9.92109705e-23  1.47101339e-23 ... -2.21752929e-23
  4.22234929e-23 -1.00022323e-22]",85.0,21.0,2,-0.765,-0.747,610,2.0158301972016255
3304,"[-6.81079815e-24 -1.83130767e-22 -1.97514051e-22 ... -9.92466158e-23
 -1.75170467e-22  1.26974378e-22]",118.0,106.0,2,0.24,-0.751,610,7.701205438449352
3305,"[ 1.81453449e-22 -2.09097831e-22  1.95315806e-22 ... -1.65140252e-22
  4.69919425e-23 -2.73635495e-22]",85.0,57.0,1,-0.01,0.246,610,4.886246073377559
3306,"[ 1.06542775e-22  1.48820224e-23  6.46840973e-23 ... -2.38519843e-22
  1.47854167e-22  2.57449486e-23]",96.0,58.0,1,0.473,0.453,610,5.220726567379292
3307,"[-9.02287427e-23 -2.61750736e-24  8.22372210e-24 ... -1.95180046e-22
  7.38092952e-23  1.42973043e-22]",94.0,80.0,1,0.703,0.052,610,5.448488399839391
3308,"[ 6.84941670e-23  2.23058819e-22 -1.62526522e-22 ...  1.54952227e-23
 -7.83992405e-23  4.07880351e-23]",105.0,20.0,0,0.552,-0.66,610,2.339408569745446
3309,"[-1.16864367e-22  1.36874229e-22 -4.59273351e-23 ...  7.00683770e-23
  3.09120568e-23  6.39209232e-23]",93.0,11.0,0,-0.218,-0.229,610,1.1577642707121838
3310,"[ 1.37316286e-22  2.39450100e-22  5.17197173e-23 ... -1.05553679e-22
  1.10655520e-22 -4.94436593e-23]",147.0,121.0,1,-0.695,0.571,610,8.704020729214935
3311,"[-1.03978567e-22 -1.06644275e-22 -4.39126755e-23 ...  1.99331038e-22
  5.28259346e-24  8.00709406e-23]",113.0,86.0,1,-0.65,-0.086,610,7.149811835193037
3312,"[ 4.23425459e-23  7.54656333e-23 -1.74603379e-22 ...  7.45696322e-23
 -8.21247535e-23 -1.45391569e-22]",40.0,22.0,0,-0.218,0.118,610,1.8097520746845934
3313,"[ 6.34385325e-23 -2.19809890e-22 -6.64953195e-24 ...  3.69694959e-24
 -7.29291742e-24 -6.18308138e-23]",136.0,136.0,2,0.466,0.457,610,8.841827013094584
3314,"[-2.93432304e-22  1.05620888e-24  1.05662145e-22 ...  2.94393142e-22
 -9.01407426e-23 -1.14415398e-23]",92.0,70.0,2,-0.374,-0.151,610,5.277824704092026
3315,"[ 5.84180036e-23 -2.50718712e-23 -2.55574126e-22 ...  1.62298643e-22
 -1.13620077e-22 -1.53829006e-22]",105.0,38.0,1,0.485,-0.734,610,3.985069645263883
3316,"[ 1.58174470e-23 -1.64016996e-23  3.54806000e-23 ... -1.81432829e-22
 -7.50636112e-23 -1.06476833e-22]",100.0,22.0,2,0.791,-0.223,610,2.4833593596190777
3317,"[-2.26427374e-23  1.36767937e-22 -1.60396373e-22 ... -1.79721404e-22
  5.31644357e-23  1.02806796e-25]",105.0,84.0,1,-0.758,-0.54,610,6.1257963768685295
3318,"[-7.59844423e-23 -8.01906553e-23 -1.52137370e-23 ... -5.07842629e-23
 -1.51544555e-22 -3.04290495e-23]",118.0,67.0,2,0.573,0.195,610,5.832297956212714
3319,"[-5.11754256e-23  3.81816725e-23 -2.45116838e-22 ... -3.05573849e-23
 -8.31697292e-23  4.24403459e-23]",142.0,80.0,1,-0.718,0.515,610,6.396373518888727
3320,"[ 7.57262493e-23 -1.09697093e-22  1.19722358e-22 ...  3.29156603e-23
 -2.14045215e-22  6.39109381e-23]",63.0,56.0,2,0.767,-0.085,610,4.407343550176807
3321,"[-6.28628688e-23  2.07007175e-22 -6.85654289e-23 ... -5.14741229e-23
  1.51751088e-22 -3.59643026e-23]",133.0,102.0,2,-0.689,0.529,610,7.467194690867949
3322,"[ 6.22690412e-23 -4.28417536e-22  1.25632419e-22 ...  3.54930732e-24
  9.43462968e-23  2.30244529e-23]",93.0,1.0,1,-0.753,0.679,610,0.23194286313135767
3323,"[ 8.09651302e-23 -1.27587789e-22 -6.59026768e-23 ... -1.79597739e-22
  1.40636987e-22 -2.15803728e-23]",7.0,4.0,0,0.593,0.695,610,0.2617960890712074
3324,"[ 9.25616504e-24 -1.07315922e-23 -1.88333483e-22 ...  1.52231561e-22
 -1.36625839e-22  2.17458268e-22]",53.0,39.0,1,0.716,-0.334,610,3.2255441258932644
3325,"[-9.94913066e-24  3.60305130e-23  2.14673607e-24 ...  1.19941824e-22
 -1.47921590e-22  5.90708852e-23]",117.0,24.0,2,-0.573,-0.716,610,2.506610520112907
3326,"[-2.00466758e-22 -5.34025477e-24 -1.32372554e-22 ...  4.67962530e-23
  9.49116759e-24  1.84796761e-22]",67.0,49.0,0,-0.281,-0.717,610,3.9323486580797775
3327,"[-2.69903933e-23  2.94736013e-22 -8.47845319e-24 ...  4.42828622e-23
 -1.36360394e-22 -1.09298327e-22]",135.0,76.0,2,0.605,0.37,610,6.86404772006021
3328,"[-3.97149480e-22  1.01674551e-22  1.64189341e-23 ...  7.18599857e-23
 -1.03768408e-22 -1.02915423e-23]",128.0,20.0,1,0.414,-0.572,610,2.3588934605693073
3329,"[ 5.55603855e-23 -2.12143517e-22  1.26127261e-23 ... -1.54691442e-22
 -2.25416184e-22  2.41362247e-23]",64.0,63.0,0,-0.072,0.245,610,3.8622925292526515
3330,"[-1.79545539e-22  8.76651370e-23 -1.83712833e-22 ...  1.07191207e-22
  1.08422590e-22 -1.19534954e-22]",146.0,12.0,1,-0.597,-0.338,610,1.227872106567154
3331,"[ 1.35368315e-22 -1.78912631e-22  1.67567575e-22 ...  1.13127913e-22
 -2.71362870e-23 -2.91733477e-23]",87.0,81.0,0,-0.235,-0.277,610,5.138753843372332
3332,"[-4.31055282e-23 -3.90142037e-23  5.53519816e-23 ... -1.02033314e-22
  1.20342189e-22 -1.85697687e-22]",92.0,63.0,1,-0.017,0.212,610,5.133991305733782
3333,"[-7.93046527e-23 -9.74999652e-23  2.01280428e-22 ... -1.49339500e-22
  1.47895679e-22 -1.01360153e-23]",139.0,68.0,0,-0.793,-0.5,610,6.5904281063787
3334,"[-2.84906701e-22 -7.37873639e-23  2.15839142e-23 ...  2.32487941e-22
  3.03770635e-23 -6.70856846e-23]",121.0,8.0,0,0.0,0.444,610,0.9025943463331644
3335,"[ 5.70663968e-23  9.22568254e-23 -2.50040138e-23 ... -5.60524423e-23
 -1.01143094e-22  3.79468649e-23]",35.0,9.0,1,0.331,0.519,610,0.9781798963521863
3336,"[ 1.53301675e-22 -1.33155122e-23  2.72176327e-23 ... -6.28589672e-23
 -1.68995178e-22  1.42191473e-22]",46.0,36.0,2,0.191,0.008,610,2.8900880915705294
3337,"[ 9.39980683e-23 -1.79533992e-23  3.29023491e-23 ...  1.20971066e-22
 -1.65315241e-22 -2.97640331e-23]",126.0,38.0,2,-0.748,-0.204,610,4.096604342648229
3338,"[-9.73633914e-23  1.16692113e-23  1.95694456e-22 ... -6.10151676e-23
 -2.67701680e-22  8.96932792e-23]",83.0,35.0,1,-0.058,0.029,610,3.182324039831253
3339,"[ 1.97211416e-22  3.36094218e-23  4.57651541e-23 ... -1.13904039e-23
 -2.05995723e-22 -7.46010439e-23]",112.0,96.0,1,0.655,0.498,610,7.408928603379131
3340,"[-8.75363512e-23  1.74357535e-22 -5.03193977e-23 ...  3.46581828e-22
  9.95088526e-23  9.09416337e-23]",87.0,83.0,0,0.169,-0.073,610,6.202312077276053
3341,"[-3.04752565e-23 -3.17889027e-22 -5.22813097e-23 ... -9.39583127e-23
  8.06885791e-23  3.64763213e-23]",66.0,19.0,1,-0.066,0.423,610,2.0477483501033347
3342,"[ 5.31769715e-23 -9.70039318e-24  1.76609932e-22 ...  1.02692411e-22
  1.80194478e-24 -8.59990607e-23]",104.0,72.0,0,0.218,-0.796,610,6.1269284366762236
3343,"[ 2.69822752e-23 -1.57004492e-22  1.88171528e-22 ...  8.47418294e-23
  7.40428355e-24  2.26034332e-22]",144.0,88.0,0,0.252,-0.476,610,7.243825275244443
3344,"[ 4.53926041e-23  6.45294968e-23 -1.40993503e-22 ...  3.52973322e-23
  1.42529878e-22 -1.20135465e-22]",150.0,49.0,2,-0.631,-0.775,610,4.740612250943223
3345,"[-1.96347494e-22 -1.06392489e-22  1.29401031e-24 ... -1.34886970e-23
  3.69518115e-22 -2.06079300e-22]",147.0,14.0,1,-0.192,-0.213,610,1.5151191414924763
3346,"[-5.81179429e-23 -9.22813897e-23 -7.57644172e-23 ...  1.84998111e-22
  9.11480575e-23  2.60885596e-24]",139.0,37.0,2,-0.377,0.543,610,3.673061647474584
3347,"[-1.82651226e-22  1.00752554e-22 -3.62114466e-22 ...  2.08217345e-22
 -1.24253667e-22  1.48441056e-24]",142.0,52.0,0,0.425,0.122,610,4.997428939991418
3348,"[-9.80639494e-24  2.01489180e-22 -1.05203128e-22 ...  1.19715642e-22
  7.45520714e-23  9.35164782e-23]",47.0,24.0,0,0.362,-0.284,610,2.341431047541317
3349,"[ 9.68968133e-23  9.56896526e-23 -2.77798886e-22 ...  1.07030880e-22
 -1.63482966e-22 -1.84040766e-22]",59.0,31.0,1,-0.372,0.128,610,2.400940006487574
3350,"[-5.04431705e-23 -1.65011351e-23  9.32888190e-23 ... -3.25726816e-23
  7.78965971e-23 -1.40071738e-22]",67.0,31.0,2,-0.71,0.314,610,2.645649199558748
3351,"[ 2.94709907e-23 -1.46046060e-22 -3.51523578e-23 ...  1.29709918e-22
  1.97588168e-22 -6.30438867e-23]",96.0,50.0,0,0.471,-0.664,610,4.614996537567448
3352,"[ 5.28854500e-23 -5.71599124e-23  1.09889486e-22 ...  1.29878928e-22
  4.20878772e-23  1.84508942e-22]",84.0,12.0,1,0.005,-0.336,610,1.370735460046697
3353,"[ 6.83696691e-23 -1.19573965e-22 -1.61412269e-24 ... -2.15593589e-22
 -1.06134067e-22  1.54611570e-22]",100.0,59.0,2,0.576,0.724,610,5.028201324393784
3354,"[ 4.11866282e-23  5.32868972e-23  3.46258226e-23 ...  3.44827664e-23
  1.01872961e-22 -2.39413805e-22]",124.0,92.0,2,0.042,-0.598,610,6.92729532017626
3355,"[ 1.24748833e-23  1.37248336e-23  1.11100453e-22 ...  1.30643699e-22
 -1.71305372e-22  1.66583868e-23]",86.0,54.0,1,-0.126,-0.638,610,4.593947584615468
3356,"[ 1.54357159e-23 -1.56091952e-22 -5.08435515e-23 ... -2.48739143e-23
  6.42119997e-24  1.63439929e-22]",76.0,2.0,1,-0.168,0.155,610,0.2493091890619064
3357,"[ 4.88600506e-23 -1.72052663e-23 -2.73208113e-23 ...  1.82796216e-23
  2.00668226e-22 -3.25272864e-23]",136.0,83.0,0,0.174,-0.655,610,7.125580156969225
3358,"[-1.18841324e-22 -5.60037030e-23  1.00151520e-22 ... -8.86971609e-23
  2.61867944e-22 -3.94683902e-23]",128.0,123.0,0,0.089,0.41,610,8.977676317809596
3359,"[ 1.27126599e-22  1.31821734e-23  6.97583679e-24 ...  1.41578678e-23
  1.07658070e-22 -6.85481091e-23]",84.0,16.0,0,0.45,0.72,610,1.8301743340719896
3360,"[ 6.84657996e-23  2.62286135e-22  2.47454166e-23 ...  1.30654047e-22
 -1.33990783e-22  5.85643486e-23]",108.0,107.0,0,0.223,0.356,610,8.219821492009993
3361,"[ 2.68250742e-22 -3.94350676e-23 -1.18981994e-22 ... -4.86207656e-23
 -2.60524745e-23  1.35836388e-22]",123.0,65.529,0,0.534,0.123,610,6.477246827867272
3362,"[ 6.10851057e-23  8.55877225e-23  2.00508632e-23 ...  3.47868019e-23
 -2.11046840e-22  6.36304129e-23]",37.0,33.0,0,-0.54,-0.049,610,2.259487031738407
3363,"[ 4.51559320e-24  2.58335371e-23  6.59985466e-23 ... -7.22073355e-23
 -4.95275403e-23  5.83667181e-23]",145.0,74.0,0,-0.549,0.592,610,6.219622230800434
3364,"[ 1.10701837e-22  1.20413554e-22  2.04801480e-22 ...  2.11351040e-23
 -9.90344205e-23 -4.12976778e-24]",119.0,114.0,1,0.67,-0.058,610,8.320254665741421
3365,"[ 1.36773707e-22  1.31263413e-22 -4.86942657e-23 ... -2.07711509e-22
  1.96041001e-22 -1.31937685e-23]",42.0,39.0,1,0.613,0.723,610,2.9778263398206772
3366,"[-2.18913412e-22  8.53332540e-23  6.08349149e-23 ... -1.04859169e-22
 -3.82771025e-23  1.98760276e-22]",88.0,25.0,2,0.267,-0.583,610,2.3605491808147776
3367,"[ 9.68271780e-23  9.60237243e-23  5.62278946e-23 ... -1.12464494e-22
  1.46764707e-22  2.58671186e-22]",92.0,82.0,0,0.221,-0.295,610,5.40450197605719
3368,"[-1.27959700e-22 -7.08644197e-23 -7.41081339e-23 ... -1.85810905e-22
  5.97131751e-23  1.37516581e-22]",124.0,110.0,1,0.257,-0.092,610,8.872842984687601
3369,"[ 1.41482805e-22  1.19121640e-23 -7.57579341e-24 ... -2.09211662e-23
 -2.53226353e-22 -1.45463253e-25]",118.0,13.0,1,-0.657,-0.785,610,1.4154612539015654
3370,"[ 5.04695805e-23  1.02876737e-22 -2.03380609e-22 ... -3.73723815e-23
  5.87367654e-23  8.99069747e-23]",77.0,69.0,2,0.136,0.458,610,5.178479635733996
3371,"[-1.26198828e-22 -2.60695506e-22 -8.24756267e-23 ... -4.70514434e-23
 -6.33292862e-24 -2.24114157e-23]",142.0,2.0,1,-0.543,0.639,610,0.2584109844152287
3372,"[-1.21122042e-23 -1.10073091e-22  3.20405535e-22 ... -1.67584149e-22
  1.87057940e-22 -1.24219508e-22]",112.0,16.0,2,-0.594,-0.494,610,1.9118511159458655
3373,"[-8.05374472e-24  4.87576690e-23 -1.85158252e-22 ...  1.42697429e-22
  1.14534647e-23 -9.05152537e-23]",50.0,47.0,1,-0.079,0.388,610,3.393794545817722
3374,"[ 7.85618314e-23  1.39615678e-22  7.08550146e-23 ...  1.10277757e-22
 -1.87614857e-22 -9.95440651e-23]",138.0,66.0,0,0.683,-0.347,610,6.131123585942429
3375,"[ 5.85469137e-23  8.26717824e-23  8.26676612e-23 ...  6.68202355e-24
 -3.04507335e-22  2.03179377e-23]",104.0,51.0,0,-0.597,0.069,610,4.528098386741564
3376,"[ 1.48731888e-22 -1.41420153e-22 -1.18099242e-23 ...  7.08727362e-24
  2.80739568e-25  5.34849389e-23]",146.0,64.0,1,0.746,-0.788,610,6.58550963119166
3377,"[-3.08097652e-22  5.69855399e-23 -1.06266957e-22 ...  1.59518276e-22
 -2.08352662e-22 -1.41048602e-22]",90.0,38.0,0,0.469,0.456,610,3.6263709193035085
3378,"[ 4.98029548e-23 -3.27521095e-23 -2.02208634e-22 ...  2.96114800e-22
 -8.77236345e-23 -9.04185605e-23]",146.0,30.0,1,0.105,0.107,610,3.0557957479604796
3379,"[ 1.20990703e-22  7.10970329e-25 -1.14540517e-22 ...  8.84506278e-23
 -1.04419624e-22  6.57507769e-23]",70.0,42.0,2,0.535,-0.535,610,3.4344800506582316
3380,"[ 6.45896142e-23  4.90213422e-23 -1.48914428e-23 ... -7.10178464e-23
  1.12680933e-22 -7.68011714e-23]",105.0,105.0,1,-0.361,0.225,610,6.301139573874489
3381,"[ 1.41537322e-22 -1.90275100e-22  9.96846348e-24 ... -1.59161650e-22
 -9.52757243e-23  1.57578258e-23]",150.0,17.0,1,-0.185,-0.435,610,1.881152785808232
3382,"[ 1.14797814e-22 -1.71005956e-23  2.65485112e-22 ... -3.37193045e-22
  3.52517760e-24 -1.83163893e-22]",95.0,5.0,1,0.753,-0.663,610,0.6045601853922267
3383,"[ 2.50718696e-23 -2.58425594e-22  5.13121732e-24 ...  1.69576576e-24
 -1.12733488e-22  1.16981358e-22]",147.0,23.0,0,-0.666,-0.459,610,2.3562976446134485
3384,"[-9.55596795e-24  5.13706124e-23  3.00237049e-23 ...  4.44039276e-23
  6.89657166e-23 -2.34301876e-22]",147.0,40.0,2,0.516,-0.551,610,3.663900497855571
3385,"[-5.59400726e-23  1.64339103e-22 -6.35220434e-23 ... -7.20083864e-23
 -7.02234523e-23 -4.32074150e-23]",12.0,9.0,1,-0.782,-0.222,610,0.6547989326445136
3386,"[ 3.12675025e-23  2.29125318e-22 -1.55027065e-22 ...  1.80272153e-22
  1.44099112e-22 -1.29061744e-22]",142.0,45.0,2,0.148,-0.584,610,4.565808738212866
3387,"[ 1.64486843e-22 -8.25619497e-23  1.63243676e-22 ...  9.13830460e-23
 -1.78252274e-22 -8.79046695e-23]",82.0,72.0,1,0.408,-0.469,610,5.5193248119777385
3388,"[ 2.08474825e-22 -2.39258963e-22  2.13411475e-22 ... -1.50253898e-22
 -2.84548825e-23 -6.25061066e-23]",89.0,26.0,1,-0.447,0.445,610,2.2965175834583533
3389,"[-2.31842845e-23 -1.11410426e-23  1.11724055e-22 ...  9.03159856e-23
  3.05446384e-22  8.72098342e-23]",72.0,53.0,2,-0.176,-0.165,610,3.910251415379417
3390,"[ 1.19866800e-22  2.38871183e-23 -2.20327763e-23 ... -3.15140054e-23
 -2.29441038e-23  1.32483640e-22]",124.0,48.0,1,-0.49,0.43,610,4.390134186344852
3391,"[ 1.49376896e-22  1.23207965e-22 -6.91102692e-23 ...  4.30490750e-23
 -4.52587219e-23  9.80878215e-23]",134.0,74.0,1,-0.465,-0.55,610,6.126065360233951
3392,"[ 8.82149933e-23 -3.01193602e-23  8.20912415e-23 ...  7.88280335e-23
  2.30360557e-22 -4.00098677e-22]",108.0,99.0,1,0.43,-0.437,610,6.651619121005604
3393,"[-1.83706471e-22  1.69701274e-22 -1.78296776e-22 ...  7.67740289e-23
 -9.35679752e-24 -2.85096580e-23]",106.0,66.0,0,-0.054,0.699,610,5.693709790038476
3394,"[-2.05286388e-22  1.36709861e-22 -7.70409950e-23 ...  4.92976932e-23
 -1.12716231e-22  4.47213006e-23]",66.0,60.0,0,-0.502,-0.57,610,4.820011977673637
3395,"[ 4.33217710e-23 -6.74057718e-23  6.91342185e-24 ...  5.64854102e-23
  5.00945021e-23 -5.56477228e-23]",35.0,12.0,2,-0.641,0.226,610,1.1151543324880886
3396,"[ 7.22928240e-23 -1.70581700e-22  1.66644902e-22 ... -1.10929239e-22
  1.20986601e-22 -1.38529408e-22]",144.0,20.0,2,-0.694,0.483,610,2.1929868963571693
3397,"[ 6.51097200e-23 -3.61890758e-23  5.78493304e-23 ... -1.11359986e-22
 -4.63184555e-23  2.11031323e-23]",81.0,59.0,2,-0.789,0.43,610,4.484154332147094
3398,"[ 1.81393115e-22 -5.36874749e-23 -1.15349150e-22 ... -4.57339618e-23
 -1.51035656e-22 -3.49049576e-22]",128.0,41.0,1,-0.45,0.718,610,4.443853908462167
3399,"[ 1.70178251e-23 -1.41380497e-22  2.44604814e-22 ...  1.36868634e-22
 -1.31169817e-22  1.02305938e-23]",125.0,32.0,1,-0.004,-0.47,610,3.37939398881263
3400,"[-9.91584541e-23  2.91774987e-22  1.70938039e-22 ...  1.18102170e-22
 -1.30829116e-23  6.80860265e-24]",148.0,70.0,2,-0.174,-0.236,610,5.764140139916033
3401,"[-2.92479577e-22 -1.12039976e-22  7.47799574e-23 ... -7.74799705e-23
 -2.52874012e-22 -1.82538280e-23]",136.0,39.0,0,0.147,-0.225,610,4.220129266246789
3402,"[ 7.05539836e-23  1.45785390e-24 -1.20970604e-22 ... -5.02691632e-24
  1.79447057e-22 -2.61038457e-22]",88.0,9.0,1,-0.277,0.178,610,0.9792281657819991
3403,"[ 2.40819888e-22  2.81513263e-23 -1.10192208e-23 ...  5.40719634e-23
  9.48996741e-23  2.24885135e-22]",77.0,66.0,0,-0.209,0.705,610,4.698182296090713
3404,"[ 1.28466567e-22  8.08405942e-23 -8.38707038e-23 ... -7.07176515e-23
  1.66690528e-22 -7.24374406e-23]",13.0,4.0,0,0.09,0.479,610,0.36909399940080545
3405,"[ 7.40072181e-23 -3.96347550e-23  8.66627840e-23 ...  3.69044255e-23
 -1.39155563e-22  7.55296295e-24]",50.0,34.0,2,0.639,-0.67,610,2.841304019830662
3406,"[ 2.40465923e-22  3.66154760e-23  1.19203623e-22 ...  3.84617585e-22
  1.15244770e-22 -1.66090320e-23]",134.0,82.0,1,-0.406,-0.753,610,6.075624772621288
3407,"[-2.26201366e-22 -1.15810686e-22  1.92539721e-22 ... -6.47211839e-23
 -1.51050348e-22 -9.82949772e-23]",118.0,79.0,0,-0.346,0.175,610,5.963654050674555
3408,"[ 1.95843504e-22  2.99915933e-22 -3.11076218e-22 ...  7.07423215e-23
 -1.23650342e-22  7.70942199e-23]",146.0,112.0,2,0.096,0.048,610,8.632218719893153
3409,"[-1.55476874e-22  1.98608571e-22  5.86957272e-23 ... -1.15188202e-22
  2.93630907e-22 -6.02448904e-23]",84.0,72.0,0,-0.518,0.643,610,5.258122309464892
3410,"[ 1.99851152e-22  1.52920068e-22  1.84961644e-22 ...  1.50193313e-22
 -5.87181941e-23  1.38604381e-22]",56.0,34.0,2,-0.032,-0.162,610,2.9347786481338543
3411,"[-1.13634327e-22  1.10349085e-23 -1.88284903e-22 ... -4.29619880e-23
  1.35541162e-22  1.16589753e-22]",42.0,20.0,2,0.561,-0.19,610,1.9192681041561568
3412,"[-3.04108948e-23  8.58266832e-23  7.77684919e-23 ... -2.43594660e-22
  2.58304393e-22 -1.43538119e-23]",29.0,10.0,1,0.202,-0.021,610,0.8522067077973303
3413,"[-1.15896068e-22 -1.58654535e-23 -1.07388058e-22 ... -5.93751913e-23
 -2.95083544e-22  2.95835769e-22]",125.0,100.0,2,-0.319,-0.744,610,6.798992170382871
3414,"[ 2.21404645e-23  3.92337075e-24  1.14452447e-22 ...  1.05663237e-22
 -4.09231549e-23 -1.95058548e-22]",65.0,50.0,1,-0.49,-0.139,610,3.7024940136213265
3415,"[ 1.83856352e-23 -6.60456984e-23  7.26618633e-23 ...  1.05669637e-22
  1.61097083e-22  2.38425093e-22]",77.0,36.0,2,-0.061,0.733,610,3.29738653805721
3416,"[-1.49580877e-23  9.87312181e-23  1.10662488e-22 ... -1.70879834e-22
 -1.53399562e-22 -1.62418296e-22]",147.0,125.0,0,-0.73,0.296,610,9.84266190288632
3417,"[-9.28250097e-23 -1.56260510e-22 -1.46521101e-22 ... -5.41514959e-23
 -2.12511836e-23 -1.03425464e-22]",133.0,128.0,0,-0.061,0.573,610,8.930004625661493
