,Waveform,m1,m2,Merger Position,Distance,PSNAR
3016,"[-9.65184620e-22 -9.81587554e-22 -1.12723742e-21 ...  7.36219769e-23
 -1.78156007e-23 -1.23371066e-22]",132.0,62.0,2,610,5.503441570535463
3017,"[ 8.72900946e-23  2.62637486e-22  2.77258636e-22 ... -4.49006911e-23
  1.31313024e-22 -2.43276780e-22]",87.0,81.0,0,610,6.801673533189527
3018,"[ 4.09550893e-22  3.78635138e-22  2.88211598e-22 ... -1.43613501e-22
  4.84338513e-23  4.33786729e-23]",108.0,55.0,0,610,5.688871073466145
3019,"[ 6.41916042e-23  2.29483148e-22 -4.92943005e-23 ...  3.00864400e-23
  1.64837708e-22  1.77965708e-22]",68.0,52.0,0,610,4.495838300657477
3020,"[-3.62004272e-22 -4.12272044e-22 -3.83904603e-22 ... -6.68516509e-23
  8.64404862e-23 -9.16600271e-23]",72.0,52.0,1,610,4.048565189527719
3021,"[-9.64893562e-22 -6.89681982e-22 -9.72233685e-22 ...  5.00935571e-24
 -1.94008683e-22  1.05489584e-22]",111.0,81.0,0,610,6.6857303320150265
3022,"[ 6.52021630e-23 -4.58285328e-23 -1.71716991e-23 ... -2.46855503e-23
  1.32455322e-22 -7.18408966e-23]",36.0,17.0,2,610,1.6892057723117915
3023,"[ 6.59883169e-23 -4.66726532e-24 -2.10326384e-23 ... -2.37872103e-22
  3.58135107e-23 -2.29277851e-22]",83.0,24.0,2,610,2.677204358708773
3024,"[-2.80788729e-22 -3.88616480e-22 -3.93330820e-22 ... -3.24162127e-22
  7.43465681e-23 -1.22964664e-22]",70.0,17.0,2,610,2.1172101213259706
3025,"[-6.46307172e-22 -4.84481168e-22 -6.44200165e-22 ...  1.29747044e-22
  4.62287711e-24  3.81564372e-22]",110.0,29.259,2,610,3.3335963275038045
3026,"[-7.99682318e-24 -1.36482936e-22  4.08662706e-23 ... -2.98553413e-22
  1.45684743e-23  2.72968783e-22]",58.0,23.0,1,610,2.2390627222417416
3027,"[ 4.78823379e-22  3.62446485e-22  2.41915860e-22 ...  3.57595189e-23
 -2.03889494e-23  8.34503189e-24]",136.0,32.0,0,610,3.96511082616229
3028,"[-1.30936731e-22 -1.76600064e-22  2.92293198e-23 ... -2.41260059e-22
 -2.64567502e-23 -2.43836473e-22]",49.0,39.0,0,610,3.4579518364619863
3029,"[-1.59842170e-22 -7.47994939e-23  2.91440282e-22 ...  1.15876305e-22
 -2.85601167e-23  2.32954259e-22]",122.0,9.0,0,610,1.0510364342309932
3030,"[8.23614134e-22 1.09774264e-21 3.85201038e-22 ... 8.36158869e-24
 1.91205311e-22 8.39791718e-23]",107.0,83.0,1,610,6.557893836639896
3031,"[-1.34633359e-21 -1.71066262e-21 -1.23927505e-21 ...  1.81812371e-23
  7.88463832e-23  1.71462247e-22]",150.0,132.0,1,610,10.258127068939181
3032,"[ 1.47549677e-22  1.77347518e-22 -3.61797958e-23 ...  2.45401361e-22
 -3.37080671e-23  4.49475749e-23]",37.0,8.0,1,610,0.8478360103881819
3033,"[ 4.93047255e-23  1.40662435e-22  1.23015098e-22 ...  2.17654038e-23
  1.34412059e-22 -2.84695995e-23]",75.0,19.0,0,610,1.8708243722035105
3034,"[-3.89806864e-23  1.57291902e-22  3.59120185e-24 ...  3.11457595e-23
 -4.95300147e-24 -2.79546141e-22]",71.0,43.0,1,610,4.259644974272779
3035,"[ 2.52289993e-22  3.05301929e-22  3.23281296e-22 ...  9.66214714e-23
  9.75862671e-23 -3.20894250e-23]",140.0,29.0,0,610,3.0121652481282952
3036,"[ 4.24125321e-22  4.24135572e-22  2.74562625e-22 ...  9.36043848e-23
 -3.18836137e-24  1.25806644e-22]",128.0,114.0,0,610,9.368510291036534
3037,"[-5.89829518e-22 -4.66135975e-22 -3.83947160e-22 ... -1.94996034e-22
  2.56142023e-22 -6.13910925e-23]",130.0,63.0,0,610,5.982167635701031
3038,"[-1.30519047e-22  3.39583844e-22 -6.52526185e-23 ...  5.40998983e-23
 -1.93643958e-23  1.89227100e-22]",57.0,7.0,1,610,0.8602038865203645
3039,"[-6.55858977e-22 -7.47556238e-22 -8.26159298e-22 ... -9.00345843e-23
 -2.35282493e-22 -1.66995003e-23]",122.0,96.0,0,610,8.563797236298576
3040,"[ 1.63647214e-22  1.44726189e-22 -1.02052667e-22 ... -1.08429448e-22
  2.41713554e-22  1.16915001e-22]",95.0,1.0,2,610,0.13120050921844711
3041,"[-7.11607087e-23  2.48069228e-23 -7.83031968e-24 ... -2.78921506e-22
  2.94082840e-22 -2.64535697e-22]",35.0,20.0,0,610,1.7294347684150635
3042,"[ 2.15100910e-22  3.17068371e-23 -4.10981071e-24 ...  4.96918046e-23
 -4.59157822e-23  2.79730028e-22]",121.0,54.0,0,610,5.241931004581741
3043,"[ 4.84198808e-22  7.59381852e-22  6.46006303e-22 ... -1.02668596e-22
 -1.46514065e-23 -3.07941491e-23]",118.0,106.0,0,610,7.918550088927387
3044,"[ 6.62858327e-22  3.34136165e-22  4.54978568e-22 ...  1.21668101e-22
 -1.65933294e-22  5.19225405e-23]",101.0,58.0,0,610,5.7959511159583235
3045,"[-2.05231067e-22  3.10050213e-23  5.94663008e-23 ... -3.10533479e-23
  8.58941740e-23 -9.60131630e-23]",81.0,20.0,0,610,2.0644664469221583
3046,"[-2.55019261e-22 -5.36354187e-23  9.19315025e-23 ... -1.53589875e-22
 -6.73278577e-23 -1.91194923e-22]",126.0,31.0,2,610,3.2559142694632204
3047,"[ 6.83313959e-22  6.73729997e-22  3.97034013e-22 ... -1.23220562e-22
  4.11364106e-23 -1.88233562e-22]",109.0,69.0,1,610,5.9559165105191445
3048,"[ 4.23975759e-22  2.98416763e-22  1.50356156e-22 ... -1.45237341e-22
  2.63200153e-22 -6.52790270e-23]",75.0,59.0,0,610,4.2239739553747775
3049,"[-9.52088898e-22 -7.90235852e-22 -1.06520725e-21 ...  4.12179014e-25
 -2.09363355e-22  1.47640297e-23]",138.0,100.0,1,610,8.363187715831545
3050,"[ 8.73655752e-22  9.19569589e-22  9.62006798e-22 ...  2.20026318e-22
 -2.08778673e-22  5.17785165e-23]",139.0,82.0,1,610,6.228722510556134
3051,"[ 4.23047296e-22  3.68545392e-22  1.47178502e-22 ...  3.82279133e-23
  2.18306379e-22 -8.15375032e-23]",128.0,24.0,0,610,3.0831291080724794
3052,"[ 1.83166696e-21  1.71067534e-21  1.60057079e-21 ...  5.96558334e-23
 -3.03981654e-22 -1.40609574e-22]",143.0,116.0,2,610,9.024682577204945
3053,"[-3.07054402e-22 -4.72214956e-22 -4.68548236e-23 ...  1.23102064e-22
  2.08567206e-22 -1.78824495e-22]",143.0,96.0,2,610,7.918763804794939
3054,"[-6.83020108e-23 -3.21451217e-22 -9.62897665e-23 ... -1.30263517e-22
 -2.83088436e-23  6.32055697e-24]",62.0,12.0,2,610,1.182485003540624
3055,"[-1.67200268e-22 -2.12785815e-22 -1.34168863e-22 ... -1.49865309e-22
  8.10932431e-23 -2.11121896e-22]",42.0,16.0,2,610,1.4353225223184523
3056,"[ 9.52988783e-22  6.94814839e-22  9.18447615e-22 ... -2.37335029e-22
  3.32131407e-23 -1.07926687e-22]",140.0,106.0,0,610,9.515803642442966
3057,"[-1.10604368e-21 -1.25711607e-21 -1.25323219e-21 ...  7.08243842e-23
  2.82049954e-23  1.19548885e-22]",128.0,82.0,2,610,6.775298917958532
3058,"[ 3.98177591e-22  9.46682145e-23  1.97029788e-22 ... -1.07220322e-22
 -1.69917553e-23  2.10826764e-23]",141.0,14.0,2,610,1.6888904277491101
3059,"[ 4.75822655e-22  1.78944411e-22  3.30655179e-22 ... -1.49575159e-23
 -1.37619663e-22  9.81529860e-24]",123.0,42.339,2,610,4.270816359087217
3060,"[-3.86450956e-24  5.40218328e-23  1.48471583e-23 ...  1.26817842e-22
 -1.46022463e-22 -1.07235977e-22]",34.0,14.0,0,610,1.4978937455663213
3061,"[ 1.18925812e-21  1.22023357e-21  1.38846243e-21 ...  8.45816683e-23
  7.48983868e-23 -1.34234617e-22]",127.0,124.0,2,610,9.214927633147884
3062,"[5.31947978e-22 7.30727807e-22 5.20076562e-22 ... 3.93832012e-24
 3.46350273e-22 1.02805828e-22]",140.0,98.0,2,610,8.696378313795055
3063,"[-1.05872500e-22 -2.43722273e-22 -2.35436934e-23 ...  8.87018024e-23
  3.70705507e-23 -1.30190380e-22]",142.0,50.0,2,610,5.728346790990795
3064,"[-1.50008175e-22  2.24764090e-23 -1.70540630e-22 ...  1.80483402e-22
 -1.49652079e-22  7.17589093e-23]",108.0,1.0,1,610,0.22656262644053196
3065,"[ 1.89173866e-22  2.77804309e-22  1.20274160e-24 ... -1.98625530e-22
  2.55334567e-22 -3.97865404e-22]",135.0,44.0,2,610,4.58187340823743
3066,"[ 1.72639621e-22  1.48470048e-22  1.09448648e-22 ...  5.32469144e-23
 -5.60956018e-23  3.39133135e-23]",125.0,45.0,2,610,4.91563991434658
3067,"[-8.89790354e-22 -1.07065745e-21 -1.25913785e-21 ... -1.54599326e-22
 -2.83645145e-22 -1.87099778e-22]",133.0,65.0,1,610,6.101725880946059
3068,"[-4.45351473e-22 -2.39181217e-23 -4.33006354e-23 ...  5.70654142e-23
 -1.85725420e-22  3.89097280e-23]",136.0,22.0,0,610,2.552522158514477
3069,"[-7.99202366e-23 -1.96847089e-22 -3.09329611e-22 ...  1.08195593e-22
  1.87026570e-22 -3.06179340e-22]",23.0,19.0,2,610,1.4284767277385189
3070,"[ 5.24965254e-22  1.83867835e-22  4.37269899e-22 ...  1.61686154e-22
  2.25817270e-22 -8.46280028e-24]",83.0,14.0,2,610,1.6196729723226482
3071,"[-4.56954154e-22 -2.55606154e-22 -5.13433636e-22 ... -5.66175036e-23
 -1.14273481e-23  1.14819543e-22]",102.0,53.0,0,610,4.556527086909919
3072,"[ 7.25127733e-22  6.82434975e-22  6.52911179e-22 ... -1.90910381e-22
 -2.76558617e-22  5.64298903e-23]",132.0,54.0,1,610,5.19369820188713
3073,"[ 3.98177983e-23 -1.74283915e-22  1.45160774e-22 ...  3.38292028e-25
  5.01716777e-23  5.39565929e-23]",87.0,7.0,2,610,0.9056507164488808
3074,"[-1.70933583e-22 -2.40057552e-22 -1.54706530e-22 ... -1.51420875e-22
 -2.07871891e-23  1.31858353e-23]",67.0,19.0,2,610,2.1088038101892512
3075,"[ 2.75954035e-22  2.32083048e-22  8.08992015e-23 ...  1.49158427e-22
 -1.38040609e-22 -1.34043190e-22]",62.0,41.0,1,610,3.415240598889765
3076,"[ 5.40855471e-22  6.85382882e-22  6.07782245e-22 ...  7.86289988e-23
 -6.65601418e-23  2.89432279e-22]",118.0,108.0,1,610,7.889408182055297
3077,"[-7.67814606e-24  6.19446111e-23 -1.51398483e-22 ... -8.21557499e-23
 -1.14122546e-22 -1.48571129e-22]",55.0,2.019,2,610,0.29773575449465756
3078,"[-1.00176484e-22 -9.00803741e-23 -1.35610161e-22 ... -7.57412389e-23
  1.21313445e-22 -5.09617239e-24]",93.0,26.0,0,610,2.910567370573701
3079,"[-4.91480959e-22 -6.94352261e-22 -7.74665875e-22 ...  5.18453063e-23
 -2.73970977e-22 -1.61009660e-22]",106.0,60.0,1,610,5.43426212176974
3080,"[-6.05018213e-22 -8.64728694e-22 -5.69996032e-22 ...  1.75073497e-22
  2.93222042e-22 -3.01826896e-23]",150.0,43.0,1,610,4.671439858253895
3081,"[-5.69483723e-22 -4.00487327e-22 -6.28603501e-22 ... -3.24515215e-23
 -1.75498618e-23  4.28647355e-23]",114.0,44.0,1,610,4.22830717429522
3082,"[-1.67520771e-22  1.27686049e-22  8.72598150e-24 ...  1.04196781e-22
 -1.77154270e-22  2.60985686e-22]",83.0,12.0,1,610,1.3803662543842126
3083,"[-8.98430712e-23 -7.93059699e-23 -1.65443651e-22 ... -1.81284582e-22
  1.26898140e-22  7.59756490e-23]",39.0,36.0,0,610,2.751357578496795
3084,"[ 5.14669161e-22  3.42559735e-22  3.51976366e-22 ...  1.53652766e-22
 -1.81077745e-22  2.41083582e-22]",133.0,117.0,0,610,9.079100453461393
3085,"[-1.20958592e-21 -1.14189333e-21 -1.25802251e-21 ... -2.02730101e-23
  2.42127505e-22 -7.12757779e-23]",139.0,83.0,2,610,7.89209303379213
3086,"[ 3.02923737e-22  2.22023107e-22  1.89964869e-22 ... -5.58933630e-23
  2.46856967e-22 -3.45241514e-23]",96.0,49.0,2,610,4.333392140842155
3087,"[ 5.13355193e-22  4.05325263e-22  5.80952265e-22 ... -1.33239977e-22
  1.66007067e-22 -1.83200653e-22]",140.0,22.0,1,610,2.645814353285658
3088,"[-8.12773315e-24  1.28998334e-22 -2.57048022e-22 ...  1.02689477e-22
  1.71647325e-22  8.50252064e-23]",27.0,1.0,1,610,0.135231687343585
3089,"[ 4.49283452e-22  4.86858361e-22  2.15099663e-22 ...  6.00841816e-23
 -3.21742588e-23  1.25553028e-22]",116.0,69.0,2,610,6.563208117324762
3090,"[-4.59452395e-22 -3.87440477e-22 -3.15391575e-22 ... -6.95693551e-23
 -4.70392357e-23  1.19889393e-22]",143.0,26.0,1,610,2.6471001745120906
3091,"[-3.22876936e-23 -2.05020584e-22 -8.44702232e-23 ...  2.74773728e-22
  2.36637956e-23  1.50778526e-22]",18.0,18.0,1,610,1.2001453504374355
3092,"[-1.26618160e-22 -3.50338436e-22 -1.33256831e-22 ... -1.30812373e-22
  7.35604298e-23 -1.62254959e-22]",111.0,19.0,0,610,2.293182684333853
3093,"[3.76849679e-22 5.91926962e-22 2.38625852e-22 ... 2.62940428e-22
 4.07095006e-23 1.64796918e-22]",138.0,37.0,0,610,3.923104448806391
3094,"[-7.63939390e-22 -6.42961464e-22 -9.54399271e-22 ...  1.46869512e-22
 -1.77572320e-22  7.69554822e-23]",82.0,75.0,2,610,6.312982500106601
3095,"[ 1.76686574e-22  1.97819542e-22  1.39131023e-22 ... -2.51051467e-23
 -3.09305892e-22  2.56012389e-25]",124.0,12.0,2,610,1.551409725823233
3096,"[-5.46474131e-23  1.04192823e-22  1.41784476e-22 ... -1.17444174e-22
 -1.61690537e-22  1.48221835e-22]",143.0,101.0,2,610,9.083812874382069
3097,"[ 7.01781555e-22  4.99024916e-22  6.47635529e-22 ...  1.62500197e-22
 -5.22357597e-23  1.62593467e-22]",67.0,51.0,2,610,4.750919645478944
3098,"[ 5.76611792e-23  3.51729291e-23  2.63642131e-22 ...  1.80819222e-22
 -1.37393316e-22 -2.16393684e-22]",59.0,20.0,1,610,2.1275199150820625
3099,"[-5.01861715e-22 -5.29645226e-22 -5.48188259e-22 ...  3.76515114e-23
 -1.44180174e-22  7.97225661e-23]",107.0,74.0,0,610,6.312333621844018
3100,"[-1.09113321e-23 -4.03749847e-22 -3.96148570e-22 ... -1.46517792e-22
 -2.72144750e-22 -8.23167210e-23]",99.0,15.0,2,610,1.5829471311551764
3101,"[-5.98575960e-22 -3.48614772e-22 -4.76399537e-22 ...  2.19606208e-22
 -3.10514539e-22  1.41174092e-22]",126.0,27.0,1,610,2.8478863952591755
3102,"[-3.79224036e-22 -4.01005014e-22 -3.84792127e-22 ... -1.54619390e-22
  2.65245332e-22  2.76804235e-22]",139.0,89.0,0,610,8.788143447944707
3103,"[ 4.16603136e-22  4.31684939e-22  3.05941193e-22 ... -1.24300494e-22
  2.14404995e-22 -4.83366709e-23]",115.0,76.0,1,610,6.801867079388112
3104,"[-4.77577948e-22 -6.31698945e-22 -6.85663723e-22 ...  4.38662151e-22
 -1.11806233e-22  9.39579220e-23]",112.0,63.0,0,610,5.927393710687698
3105,"[5.57106504e-22 3.33007685e-22 5.92636357e-22 ... 8.98238276e-24
 1.50230689e-22 1.07075152e-23]",70.0,47.0,1,610,4.313321011885163
3106,"[ 7.38324666e-22  7.07389702e-22  5.05337868e-22 ... -3.34639913e-23
 -2.99588040e-22  3.44979823e-22]",131.0,99.0,2,610,9.099185005995777
3107,"[ 4.19120725e-22  6.58254922e-22  2.41557023e-22 ... -7.36876936e-23
 -8.10717132e-25 -4.65563243e-23]",104.0,28.0,1,610,3.1668434029405823
3108,"[ 1.50052121e-22  1.94847938e-22  3.87079084e-22 ... -1.76989668e-22
  2.92240298e-24 -1.08870465e-22]",37.0,29.0,0,610,2.270953602022935
3109,"[-5.45196893e-22 -7.90636672e-22 -2.72354018e-22 ...  6.62877941e-23
  1.21778746e-22 -9.62056817e-23]",77.0,59.0,2,610,4.548920132596012
3110,"[-1.55363488e-22 -5.86735809e-22 -1.85115448e-22 ...  5.56667204e-23
 -2.21254152e-23  1.22948766e-22]",69.0,45.0,2,610,3.582303115367293
3111,"[ 9.26640877e-22  9.61414423e-22  9.12734228e-22 ...  1.86385954e-22
  8.18986711e-23 -1.90589033e-22]",128.0,94.0,1,610,7.2077985774030715
3112,"[ 1.28895069e-22 -5.52125664e-22 -2.24864254e-22 ... -1.28422899e-22
 -1.64801400e-22 -6.27271421e-23]",54.0,29.0,1,610,2.6450855714411126
3113,"[-3.64389927e-22 -6.06303102e-22 -4.53421082e-22 ...  2.89681233e-24
  9.32574472e-23  1.35310770e-22]",57.0,45.0,2,610,3.6970720689674037
3114,"[ 4.41091042e-24  6.87212242e-23  1.45211324e-22 ... -1.78897586e-22
 -1.55999315e-22 -4.96323476e-23]",38.0,31.0,1,610,2.3285176073034526
3115,"[-9.30418134e-22 -9.86014854e-22 -1.08850853e-21 ... -9.40349483e-23
 -1.73317851e-22 -2.16513352e-22]",102.0,82.0,1,610,7.371603764489209
3116,"[ 3.95719913e-22  2.27987365e-22  3.91793159e-22 ... -5.04466565e-23
  1.11477551e-22  1.90556242e-23]",72.0,56.0,1,610,4.347528936312452
3117,"[ 2.03103529e-22  9.62445144e-23  6.06734761e-23 ...  1.78130862e-22
 -2.05885383e-22 -7.34517303e-23]",90.0,82.0,2,610,6.0653926231055735
3118,"[ 4.52569534e-22  1.31912557e-22  5.25781490e-22 ... -7.70968816e-23
 -7.05977856e-23  1.87898880e-22]",120.0,50.0,0,610,5.154803632410126
3119,"[3.11643249e-22 3.01574903e-22 1.56162057e-22 ... 6.88619062e-23
 1.04918585e-22 9.85613401e-23]",103.0,83.0,0,610,6.037779535942118
3120,"[ 6.06462517e-22  6.34323777e-22  4.94161780e-22 ...  7.56905497e-23
 -1.98070537e-23 -1.65898554e-22]",143.0,75.0,1,610,6.833887088081276
3121,"[-3.55776399e-23 -2.76738737e-23 -2.26203063e-22 ...  1.36098360e-22
  8.12219060e-23 -6.58567235e-23]",54.0,40.0,0,610,2.9873142510701096
3122,"[-2.53817648e-22 -2.47853049e-23 -3.03243870e-22 ...  1.61443386e-22
 -4.70970079e-23 -6.02062212e-23]",45.0,8.0,2,610,0.8819418569516873
3123,"[ 1.16721848e-21  1.49974617e-21  1.39655677e-21 ...  5.98047434e-23
 -2.12196219e-22  6.12697971e-23]",146.0,135.0,1,610,10.61208073222826
3124,"[-1.67120491e-22 -1.87748661e-22 -1.46866551e-23 ... -1.35288565e-22
 -1.07754223e-22  5.25371001e-24]",101.0,43.0,0,610,4.37413494884534
3125,"[-4.79329388e-22 -5.69538334e-22 -5.91721102e-22 ... -7.58164219e-23
  1.36500177e-23 -2.32825652e-23]",67.0,53.0,1,610,4.225115419555614
3126,"[ 3.60108266e-22  5.60751588e-22  6.00876623e-22 ... -2.43570473e-24
  4.57898655e-23 -3.52322824e-23]",135.0,90.0,2,610,7.824363735972995
3127,"[ 1.63277543e-21  1.64734279e-21  1.45573013e-21 ... -1.04570377e-22
  2.41739775e-22  1.83414653e-22]",147.0,121.0,2,610,11.018026880634796
3128,"[-7.93532139e-23  2.00860698e-22  2.49175345e-23 ... -3.23256011e-23
 -2.55801895e-22 -8.15720881e-23]",135.0,20.0,2,610,2.215299838064533
3129,"[1.75906584e-22 2.81725999e-22 2.62316049e-22 ... 1.65347091e-22
 1.59462120e-22 1.76551603e-22]",100.0,81.0,2,610,6.117239452697907
3130,"[ 3.24827087e-22  4.50304831e-22  3.68493104e-22 ...  1.75197072e-22
  2.12046277e-22 -1.83411933e-22]",54.0,45.0,0,610,3.4992382893609566
3131,"[-3.55105306e-22 -2.67203442e-22 -3.84086669e-22 ... -2.27638736e-22
  1.82729478e-22 -2.07564456e-22]",117.0,69.0,0,610,6.192592531522727
3132,"[ 1.44634159e-22  1.76157013e-22 -3.96862691e-23 ...  8.27159578e-23
  3.07145666e-23 -8.13122848e-23]",16.0,14.0,2,610,0.9339154601722113
3133,"[-1.19998970e-24 -2.20427307e-23 -2.43487209e-22 ... -1.44729039e-23
  1.84643124e-22  2.08892876e-22]",90.0,6.0,1,610,0.7857395900013143
3134,"[-1.63023553e-22 -3.14748230e-22 -4.79619724e-22 ...  1.01437677e-22
  7.01137070e-23 -3.86503784e-22]",75.0,64.0,0,610,5.24690038279486
3135,"[ 4.76926373e-22  3.54616111e-22  4.54054166e-22 ...  1.10892032e-22
  1.02697019e-22 -8.95367163e-23]",126.0,86.0,0,610,7.858536668776362
3136,"[-5.30953829e-22 -6.40767705e-22 -6.65537125e-22 ...  9.29386308e-23
 -9.66898420e-23 -1.07169895e-22]",133.0,83.0,1,610,7.552736536614954
3137,"[-1.34814451e-22 -6.05627080e-23  1.27554879e-22 ... -5.76379729e-23
 -1.90585418e-23  1.17268028e-22]",87.0,5.0,1,610,0.6768502337646755
3138,"[ 3.28566442e-22  4.01518874e-22  3.84272665e-22 ...  9.58047562e-23
  9.31708265e-23 -9.68509495e-23]",81.0,34.0,2,610,3.5125841631997003
3139,"[-5.49115402e-23 -3.84918206e-23  5.90863382e-23 ...  4.78692102e-23
  1.49704363e-22 -1.84434257e-23]",55.0,23.415,0,610,2.5011011637349667
3140,"[ 2.34482638e-21  2.15185249e-21  2.14614193e-21 ... -2.85059925e-22
  8.66524551e-23 -2.02178075e-23]",148.0,147.0,2,610,10.284426033495631
3141,"[ 6.80010070e-22  5.60325754e-22  9.60125180e-22 ... -1.20206056e-22
 -1.16448257e-22  3.31711799e-22]",145.0,76.0,2,610,7.187180614868686
3142,"[-1.19243041e-22  6.70309676e-23 -2.11085903e-22 ... -3.60175389e-22
  1.80875309e-22 -9.88156356e-23]",100.0,27.0,1,610,3.232182745327945
3143,"[-7.32719537e-22 -6.00504832e-22 -7.41598957e-22 ... -1.98202037e-22
  2.01736949e-22 -8.95825316e-23]",122.0,75.0,0,610,7.637055929174612
3144,"[-7.58095788e-23  2.06705656e-22 -2.80290373e-22 ... -1.84788159e-23
 -5.85691126e-23  7.08544157e-23]",127.0,29.0,0,610,3.5326749316115555
3145,"[-2.93107784e-23  5.20577022e-23  1.79299139e-22 ... -1.79747757e-22
  1.16049427e-22 -3.13887716e-23]",98.0,9.0,0,610,1.1401180684332026
3146,"[-1.28625572e-22 -1.81435428e-22 -9.67536058e-23 ... -1.90426117e-22
  2.13240920e-22  4.60599107e-23]",63.0,35.0,0,610,2.8763427457034925
3147,"[ 1.72961569e-22  1.15448720e-22 -1.28166498e-23 ...  3.56191025e-23
 -1.56079409e-22  9.32224211e-23]",95.0,14.0,0,610,1.6507488660436058
3148,"[ 2.94171890e-22  2.82228511e-22  3.08127532e-22 ...  2.22189277e-22
 -1.59843192e-23 -2.27063251e-22]",128.0,42.0,0,610,4.245183843178465
3149,"[ 3.36974207e-23 -2.92559959e-23  4.97616430e-23 ...  1.33921234e-22
  1.96938419e-22 -1.43913216e-22]",110.0,10.083,0,610,1.319680282954505
3150,"[-4.39964679e-22 -5.08946375e-22 -4.49167204e-22 ...  2.23802365e-23
 -7.35597201e-23  9.92717044e-24]",105.0,34.0,1,610,3.4388931201301456
3151,"[ 1.05146224e-21  9.90748357e-22  1.01213836e-21 ...  2.79778536e-22
 -8.84132061e-23  1.55226930e-22]",124.0,69.0,2,610,6.602313642839227
3152,"[ 1.71924934e-22  3.66851506e-22  5.54115544e-22 ...  3.20105019e-22
 -3.82202106e-22 -9.43518004e-23]",71.0,66.0,1,610,4.989143436960965
3153,"[-4.48233136e-23 -3.45031378e-23 -7.84029614e-23 ...  1.85411775e-22
 -3.07311480e-23  1.99415528e-22]",68.0,47.0,0,610,3.929045706804866
3154,"[-8.36300015e-22 -7.06746292e-22 -9.72211520e-22 ... -1.98353914e-22
  1.25207941e-22  2.58463108e-22]",131.0,62.0,0,610,6.25021951822648
3155,"[ 2.54746632e-22  3.34239820e-22  4.07039059e-22 ...  5.47947816e-23
 -1.89997358e-22  1.13006364e-22]",86.0,39.0,0,610,3.3681849889891033
3156,"[-4.30258431e-22 -7.45429105e-22 -4.48364018e-22 ...  2.01484357e-22
  8.92234774e-23 -1.45149741e-23]",94.0,47.0,2,610,4.382740019933048
3157,"[2.29847948e-23 1.60522687e-22 1.71832546e-22 ... 8.26869829e-24
 1.67763182e-22 2.77796918e-22]",137.0,106.0,0,610,7.9450406481491544
3158,"[ 7.88853329e-22  8.19935892e-22  8.77583684e-22 ...  6.53908279e-24
 -1.74543271e-23 -9.45498550e-23]",104.0,92.0,0,610,6.906930436409641
3159,"[ 3.08145508e-22  5.51004818e-22  4.27310315e-22 ...  3.21136506e-22
 -1.78207844e-22  1.38137582e-22]",142.0,81.0,0,610,7.047992287574317
3160,"[ 2.59143066e-22 -3.52602796e-22  1.85376845e-25 ...  1.95825782e-22
 -2.15272560e-22 -4.85651779e-23]",91.0,7.0,2,610,0.8902526067905412
3161,"[ 2.76891389e-22 -1.78107190e-23  3.96475951e-23 ...  4.09971825e-22
  1.15675529e-22  5.37154346e-23]",150.0,31.0,1,610,3.0618943942444035
3162,"[ 3.38590607e-22  1.50158260e-22  3.86813151e-22 ...  1.77221561e-22
 -5.92646813e-23  7.08565179e-23]",48.0,32.0,1,610,2.2668257131559244
3163,"[-2.02804285e-22 -1.90730962e-22 -1.18488565e-22 ... -4.46150367e-23
  2.62821019e-23 -2.51200430e-22]",115.0,9.0,2,610,1.012500840161087
3164,"[ 4.68698122e-23 -6.38233512e-23  1.45207985e-22 ... -4.84826392e-23
 -7.90142713e-23  1.02527616e-22]",128.0,28.0,1,610,3.0336988026518705
3165,"[ 8.10446556e-23  2.79679762e-22  1.40572327e-22 ... -1.15457650e-22
  1.71180096e-23 -1.78451088e-23]",29.0,23.0,1,610,1.8796206814472838
3166,"[3.26517932e-22 1.87360778e-22 1.93032527e-22 ... 6.28041111e-24
 1.45958423e-22 2.03391749e-22]",130.0,11.0,2,610,1.2440374921302515
3167,"[-6.54754552e-22 -1.03723004e-21 -9.52044377e-22 ...  1.12398505e-22
  1.07417743e-22  9.63353498e-23]",127.0,90.0,1,610,8.116462087461258
3168,"[ 6.28513855e-22  4.61652905e-22  6.41652030e-22 ...  6.39804749e-23
 -1.55256938e-22  9.83932209e-23]",104.0,51.0,2,610,4.826401981070304
3169,"[ 4.90044593e-22  3.87302333e-22  2.33892988e-22 ... -2.02505397e-22
  3.25140809e-22  4.20798176e-24]",141.0,104.0,0,610,8.863699188278197
3170,"[-2.30672439e-22 -2.20303711e-22 -1.56610203e-22 ... -1.45986479e-22
 -6.48425885e-23 -6.76799485e-23]",83.0,17.0,0,610,2.0603491482614356
3171,"[ 1.09087519e-21  1.07981851e-21  9.36935217e-22 ...  1.18583992e-22
 -1.71047110e-22  1.22403460e-22]",123.0,92.752,1,610,7.319631791483079
3172,"[-1.20035895e-22  8.64386883e-25  4.76255968e-23 ... -9.33249914e-23
  1.93688277e-22 -2.41428075e-22]",32.0,26.0,0,610,2.0474823993040983
3173,"[-1.33009476e-21 -1.29024516e-21 -1.05082197e-21 ...  1.77286372e-22
 -1.69715967e-23 -7.00366374e-24]",150.0,104.0,2,610,8.639950845171322
3174,"[-2.97564284e-23  5.93765355e-24 -1.02392102e-22 ...  1.90884324e-22
 -1.05980116e-22  1.90843066e-22]",127.0,16.0,0,610,1.850296433720264
